,subject,predicate,object
25210,ZBTB17,inhibits,CCL5
25214,CBLC,inhibits,FYN
25218,NCSTN,inhibits,ZNF274
25223,TGFB1,inhibits,CYP7A1
25227,AMFR,inhibits,SOD1
25230,CSNK1G3,inhibits,PER1
25239,NR3C1,inhibits,TBX21
25247,RBBP4,inhibits,GLI1
25248,EFNB3,inhibits,RRAS
25258,SOCS1,inhibits,TNF
25264,CBLC,inhibits,OSMR
25270,NPPA,inhibits,HTR3A
25271,PIAS4,inhibits,SOCS1
25272,IFNAR2,inhibits,TERT
25284,YWHAZ,inhibits,RPA1
25297,DUSP6,inhibits,MAPK12
25298,HDAC1,inhibits,SNAI3
25310,SPHK1,inhibits,VEGFA
25316,MDM2,inhibits,FGFR2
25318,PTP4A3,inhibits,RAC1
25328,IFNG,inhibits,CYP2E1
25339,GHRH,inhibits,SST
25340,SST,inhibits,GHRH
25345,BAG1,inhibits,LGALS7
25346,SRC,inhibits,FGF2
25353,CTNND1,inhibits,HGF
25355,CDKN1A,inhibits,TFDP1
25360,CCND2,inhibits,E2F3
25365,CBLB,inhibits,CSF1R
25376,MAP3K14,inhibits,RELB
25379,SAP18,inhibits,SMAD2
25388,SMARCA4,inhibits,E2F1
25393,RBBP7,inhibits,SMAD2
25405,TP63,inhibits,HES1
25408,CAPN1,inhibits,PRKCD
25421,RBBP7,inhibits,GLI3
25423,IL4,inhibits,IL12RB2
25424,PPP1CB,inhibits,CALML5
25426,ICAM3,inhibits,CSF2
25431,FURIN,inhibits,PCSK9
25439,BCL2L1,inhibits,COX5B
25470,HSPB1,inhibits,FASLG
25471,RGS1,inhibits,CD3G
25476,PSMD12,inhibits,SNCA
25477,SNCA,inhibits,PSMD12
25483,SOCS1,inhibits,LCK
25487,ZSCAN1,inhibits,MZF1
25490,SOCS3,inhibits,IL20RB
25496,PRKCD,inhibits,MARCKSL1
25508,IRF8,inhibits,PTPN13
25513,IL4,inhibits,IFNG
25522,CBLB,inhibits,ERBB4
25528,IER3,inhibits,TNF
25531,IL10,inhibits,PTGS2
25532,WWP1,inhibits,FLT1
25533,YBX1,inhibits,TGFB1
25535,JUN,inhibits,HLA-A
25538,POLR2B,inhibits,SMAD3
25541,PTPN11,inhibits,KITLG
25546,SH3BP5,inhibits,CD79B
25559,SOCS5,inhibits,OSMR
25560,PPP1CA,inhibits,PHKA1
25561,EFNB3,inhibits,KRAS
25563,ESR2,inhibits,C3
25570,LCK,inhibits,SMPD1
25573,SNCA,inhibits,UBE3A
25574,UBE3A,inhibits,SNCA
25580,TSC1,inhibits,RORC
25591,ITCH,inhibits,TGFB1
25597,LAT2,inhibits,PLA2G4A
25602,TGFB1,inhibits,RPS6KB1
25604,TNF,inhibits,SLC9A8
25609,IFNG,inhibits,HGF
25615,ANAPC10,inhibits,CCNB1
25629,PIKFYVE,inhibits,SCIN
25636,RNF41,inhibits,FGFR4
25647,PTPN7,inhibits,MAPK13
25653,RBL2,inhibits,MXI1
25662,SOCS4,inhibits,IL10RA
25665,GNAZ,inhibits,CD3G
25667,TXLNG,inhibits,MMP9
25671,BANP,inhibits,CCND1
25675,PSMB5,inhibits,SNCA
25676,SNCA,inhibits,PSMB5
25680,PTPN6,inhibits,EPO
25681,CHRD,inhibits,NKX2-5
25682,S100A9,inhibits,IFNG
25683,SOCS5,inhibits,CSF2RB
25690,CDC14A,inhibits,ANAPC7
25695,RBX1,inhibits,SMAD2
25713,PLCG1,inhibits,HGF
25718,PPP1R3A,inhibits,CALM3
25731,MTDH,inhibits,SLC1A2
25735,HOXA7,inhibits,JUN
25736,PPP1CB,inhibits,PLK1
25743,IGF1,inhibits,PLXNA3
25752,MYC,inhibits,PIAS2
25765,PTPN2,inhibits,IL6
25768,SNCA,inhibits,ADRM1
25769,ADRM1,inhibits,SNCA
25770,CAST,inhibits,ITGB1
25771,HLA-A,inhibits,CD28
25772,CD28,inhibits,HLA-A
25774,RPS6KA1,inhibits,MYT1
25780,PPP1CC,inhibits,MYL9
25781,MX1,inhibits,LAMTOR5
25785,CBLC,inhibits,JAK2
25797,DVL3,inhibits,NOTCH4
25800,SOCS5,inhibits,IL6ST
25802,PSMB8,inhibits,SNCA
25803,SNCA,inhibits,PSMB8
25806,TNF,inhibits,FBLN1
25807,WWP1,inhibits,FGFR3
25809,ASPN,inhibits,TGFB1
25810,VWF,inhibits,THBS1
25817,PRKAR1A,inhibits,MAPK3
25822,SOCS4,inhibits,IL2RG
25824,HSPA8,inhibits,MAPK8
25825,SMAD7,inhibits,SMAD9
25831,CD40LG,inhibits,IL2
25832,BUB1B,inhibits,ANAPC1
25835,PIAS1,inhibits,STAT5B
25843,IFNG,inhibits,HSPB2
25844,IL18,inhibits,CD9
25861,RELA,inhibits,ME1
25873,LCK,inhibits,EPHA1
25875,PAX2,inhibits,DEFB1
25876,MAPK1,inhibits,YWHAH
25885,MBD3,inhibits,SNAI3
25892,SPRED1,inhibits,RBM39
25894,CD86,inhibits,HLA-DRA
25896,STX1A,inhibits,CACNG3
25899,CAMK2B,inhibits,CDC25C
25901,MAX,inhibits,TMEFF2
25902,ANAPC11,inhibits,PTTG2
25903,CBLC,inhibits,IGF1R
25907,DUSP14,inhibits,MAPK11
25910,EGF,inhibits,TGFA
25915,DCTN1,inhibits,KLC1
25923,TP53BP1,inhibits,E2F4
25924,NR0B1,inhibits,CYP19A1
25925,RASA1,inhibits,ARF1
25928,HSPB1,inhibits,SNCA
25929,SNCA,inhibits,HSPB1
25933,PRKG2,inhibits,PLN
25936,TEK,inhibits,COPS9
25939,PDE6G,inhibits,CNGA1
25940,ZFAND5,inhibits,TNF
25947,CAPN2,inhibits,ITGB8
25958,ITCH,inhibits,IGF1R
25965,GNAZ,inhibits,HLA-DRB1
25975,TGFB2,inhibits,STRAP
25989,STAT5A,inhibits,CPT1A
25993,CREB3L3,inhibits,EP300
25999,PRKACG,inhibits,PTK2
26007,GSK3B,inhibits,CREB3L2
26010,BUB1B,inhibits,ANAPC2
26020,PPP2R1A,inhibits,CHEK1
26024,SAA1,inhibits,MPO
26026,LMO4,inhibits,PIAS1
26032,STC1,inhibits,TNF
26035,MAPK8,inhibits,MPRIP
26042,GNB1,inhibits,CXCL12
26049,MAP3K1,inhibits,CSNK1A1
26052,HDAC1,inhibits,RBPJL
26054,CD3G,inhibits,PTPN11
26071,CBLC,inhibits,IL5RA
26073,MAPK14,inhibits,TGFB1
26089,PIAS4,inhibits,KLK3
26094,RNF41,inhibits,NTRK1
26100,TNFRSF1A,inhibits,PPARG
26105,PRKAB1,inhibits,MLXIPL
26111,MYC,inhibits,ALDH9A1
26114,LIMK1,inhibits,VEGFA
26119,ICAM1,inhibits,LBR
26120,C4BPA,inhibits,C4A
26145,SMAD4,inhibits,TGFB1
26146,RBL1,inhibits,DHFR
26150,ASPH,inhibits,COPS5
26154,CREB3L1,inhibits,CREBBP
26156,PRMT5,inhibits,CCNE2
26164,CSNK1E,inhibits,GLI3
26172,MYC,inhibits,CLU
26177,NFATC2,inhibits,IL4
26181,CARD16,inhibits,JUN
26182,EIF2S1,inhibits,EIF2B5
26185,HOXA7,inhibits,FOS
26192,GAB2,inhibits,HRAS
26199,EED,inhibits,H3-3A
26215,PRDM1,inhibits,PAX5
26216,PNPLA2,inhibits,LEP
26223,PPP1CC,inhibits,MYLPF
26231,MTA1,inhibits,LGALS7
26236,PTPN2,inhibits,INS
26238,RBX1,inhibits,CDKN1C
26243,NPFF,inhibits,AVP
26256,SERPINE1,inhibits,TNF
26270,PTEN,inhibits,IGF2
26271,IFNGR1,inhibits,CALM1
26288,RNF41,inhibits,MET
26294,CDC20,inhibits,CCNB1
26296,IL10,inhibits,AIF1
26304,DUSP4,inhibits,MAPK10
26306,STX1A,inhibits,CACNA1H
26311,MARCKS,inhibits,PPP3R2
26318,STAT5A,inhibits,NOS2
26320,NTRK1,inhibits,IKBKG
26323,SFRP4,inhibits,WNT5A
26325,CDK7,inhibits,CCNA1
26327,TNFRSF1A,inhibits,NFKBIA
26328,ARF1,inhibits,CLTB
26329,SMURF2,inhibits,FLT1
26333,HNF4A,inhibits,GFER
26339,GNAI3,inhibits,FYN
26346,PPP2R1B,inhibits,PRKCZ
26348,MAPK1,inhibits,FGF16
26356,MAPK1,inhibits,MYT1
26361,SFRP2,inhibits,FZD7
26376,RALBP1,inhibits,RAC3
26381,NEDD4,inhibits,NTRK1
26384,NR3C1,inhibits,PRL
26395,PLEKHO1,inhibits,JUND
26407,CBL,inhibits,IL2RB
26412,TNFRSF11B,inhibits,IL11
26413,CALCA,inhibits,ADM
26414,ADM,inhibits,CALCA
26415,CALCA,inhibits,ADM
26416,ADM,inhibits,CALCA
26419,CTNNB1,inhibits,CDKN2A
26420,CTNNB1,inhibits,CDKN2A
26422,HSPA1A,inhibits,UBB
26439,MAX,inhibits,NDRG1
26445,PRKACB,inhibits,PXN
26447,PDE2A,inhibits,CAMP
26450,NOS3,inhibits,FSTL1
26452,CBL,inhibits,LEPR
26453,F2R,inhibits,NFKB1
26458,BUB1B,inhibits,ANAPC5
26460,ANAPC1,inhibits,CCNB1
26468,HOXA10,inhibits,IGFBP1
26476,IBTK,inhibits,LYN
26479,TP53,inhibits,PDGFRB
26484,CCNA2,inhibits,MDM2
26485,MDM2,inhibits,CCNA2
26488,S100B,inhibits,CASP8
26489,BMP2,inhibits,PTEN
26493,FBXO43,inhibits,CDC20
26497,IAPP,inhibits,APP
26501,GNB1,inhibits,ADCY1
26506,RANBP3,inhibits,AXIN2
26511,SOCS1,inhibits,IL12RB2
26517,GNB1,inhibits,ASAH1
26522,TRAF3,inhibits,NFKB1
26523,NR3C1,inhibits,IL2
26539,THBS2,inhibits,LTBP1
26543,MBD3,inhibits,SNAI1
26554,SNCA,inhibits,PSMD2
26555,PSMD2,inhibits,SNCA
26572,IRAK3,inhibits,IL1RAP
26573,SP3,inhibits,TERT
26575,FN1,inhibits,CSF2
26580,IL1RN,inhibits,IRAK3
26591,CAPN1,inhibits,ITGB2
26592,NEDD4,inhibits,KIT
26594,TDP2,inhibits,NFKB1
26600,PPP1CC,inhibits,PHKB
26601,RIPK2,inhibits,FAF1
26604,APC,inhibits,PCNA
26605,CBL,inhibits,ITGAD
26607,HVCN1,inhibits,F5
26608,CD209,inhibits,NR3C2
26616,CBLB,inhibits,IL21R
26619,PRKAB1,inhibits,VEGFA
26622,RRAGB,inhibits,MLST8
26629,RRAGB,inhibits,AKT1S1
26630,SOCS5,inhibits,IFNGR1
26642,RBCK1,inhibits,TNF
26643,CAMK4,inhibits,SRF
26653,NR4A1,inhibits,MDM2
26661,ANAPC13,inhibits,CCNB1
26666,IRS1,inhibits,TGFB1
26671,ZFHX3,inhibits,FGA
26678,SOS1,inhibits,SMPD1
26679,WWP1,inhibits,KDR
26684,CTDSP1,inhibits,KLK3
26700,PRKACA,inhibits,CDC25C
26704,SOCS5,inhibits,IL13RA1
26710,PTPRE,inhibits,LMO4
26712,TRIM28,inhibits,SIRT1
26714,CST6,inhibits,CTSL
26716,SOCS5,inhibits,IL12RB2
26718,MXD1,inhibits,TP53
26722,ZBTB17,inhibits,CEBPD
26726,TNF,inhibits,ALPP
26729,EIF5,inhibits,EIF2S3
26742,MAX,inhibits,PIAS1
26746,PHGDH,inhibits,CD247
26749,PTEN,inhibits,ADM
26751,NPY,inhibits,TRH
26773,MAPK3,inhibits,NFKBIA
26775,PRKACB,inhibits,MLC1
26777,SNCA,inhibits,PSMC4
26778,PSMC4,inhibits,SNCA
26790,FOXF1,inhibits,NKX2-1
26798,BMP4,inhibits,MMP9
26803,BACH2,inhibits,HMOX1
26808,EPO,inhibits,HAMP
26809,PPP1CB,inhibits,CALML6
26810,SLPI,inhibits,NFKB1
26822,EP300,inhibits,FOXH1
26828,ARHGAP26,inhibits,RHOD
26846,BRAP,inhibits,MAPK3
26851,PRL,inhibits,LIPE
26854,CALD1,inhibits,MYH1
26857,MAD2L2,inhibits,CDC23
26860,JUN,inhibits,FABP1
26863,PTEN,inhibits,SOS1
26867,RNF41,inhibits,PRKN
26868,PROC,inhibits,TNF
26879,PIAS3,inhibits,STAT2
26880,IRS1,inhibits,BCL2
26885,MAPK3,inhibits,FGFR4
26886,PRMT5,inhibits,CCNE1
26887,SGK1,inhibits,PMM2
26892,RAC1,inhibits,PDGFRB
26898,CYLD,inhibits,IRF3
26899,EPHB1,inhibits,PTK2
26913,E2F3,inhibits,PLAU
26915,BMP4,inhibits,BARX1
26917,FURIN,inhibits,MMP14
26925,FKBP1A,inhibits,ZFYVE9
26927,MAX,inhibits,ID2
26930,DUSP7,inhibits,MAPK10
26940,ARIH2,inhibits,PLG
26963,CCNE1,inhibits,ANAPC13
26965,PRKACB,inhibits,FN1
26969,CCND3,inhibits,E2F3
26975,LCN2,inhibits,PKD1
26980,IL10,inhibits,VEGFA
26988,PPP2R5D,inhibits,MAPK3
26998,CAV1,inhibits,F3
27000,FOSL1,inhibits,MMP9
27042,CBLC,inhibits,JAK3
27043,WT1,inhibits,MAPK3
27044,HTATIP2,inhibits,RBM39
27045,RGS1,inhibits,HLA-DRB1
27062,CDKN2B,inhibits,CCND2
27077,IL12RB1,inhibits,EOMES
27079,DUSP6,inhibits,MAPK8
27083,PRKAR2A,inhibits,NOS1
27086,SOCS5,inhibits,IL7R
27091,SFRP5,inhibits,FZD1
27097,GNAZ,inhibits,LCK
27104,DOK2,inhibits,NRAS
27106,TXN,inhibits,PPARA
27107,PIN1,inhibits,YWHAH
27111,RBL1,inhibits,CDK1
27115,ANAPC10,inhibits,CCNB2
27132,RAP2A,inhibits,SMAD4
27137,SPI1,inhibits,PAX5
27138,PAX5,inhibits,SPI1
27139,BIRC3,inhibits,FASLG
27141,WWP1,inhibits,KIT
27145,TGFB1,inhibits,PDGFRA
27147,ARHGAP5,inhibits,HRAS
27150,TGFB2,inhibits,NFKB1
27154,CDC42,inhibits,SEPTIN2
27156,PDE6B,inhibits,CNGB1
27161,MLST8,inhibits,EIF4EBP1
27165,RAC3,inhibits,RHOA
27166,RHOA,inhibits,RAC3
27168,MAPK9,inhibits,IRS4
27170,MAPK3,inhibits,FGF21
27173,SMAD1,inhibits,SOX2
27175,IFNG,inhibits,IL23R
27181,CBL,inhibits,IL15RA
27188,GNAI1,inhibits,YES1
27191,SMURF2,inhibits,EGFR
27195,IL1B,inhibits,EPO
27196,PAK6,inhibits,MYLK
27208,CCNT2,inhibits,CCNT1
27218,CTDSP1,inhibits,TGFB1
27219,IL4,inhibits,RPA1
27221,CD44,inhibits,CD2
27222,CAT,inhibits,MAPK8
27229,CBL,inhibits,ITGA9
27233,HDAC3,inhibits,SPP1
27234,TFF1,inhibits,APAF1
27238,NPPA,inhibits,ADCY1
27242,PLAU,inhibits,HPSE
27255,FOSB,inhibits,MMP9
27256,CSNK1G1,inhibits,DVL2
27257,PPP1R3D,inhibits,PHKA2
27260,ARFGAP1,inhibits,RAC1
27268,MYCN,inhibits,CDC42
27270,DVL1,inhibits,NOTCH2
27271,PRKACB,inhibits,TLN1
27275,FOXA2,inhibits,SCGB1A1
27278,RACGAP1,inhibits,HIF1A
27281,SOCS1,inhibits,IL15RA
27287,SOCS5,inhibits,IL5RA
27289,CCL2,inhibits,CCL5
27291,ASAP1,inhibits,CDKN2A
27292,ASAP1,inhibits,CDKN2A
27301,RGS1,inhibits,PTK2
27305,MAP2K1,inhibits,SOS1
27312,PTPN6,inhibits,IL3
27315,FCER1G,inhibits,JUN
27334,PIP4K2C,inhibits,SCIN
27336,MET,inhibits,MAPK1
27337,MAPK1,inhibits,MET
27343,CABIN1,inhibits,MYEF2
27353,CBLB,inhibits,IL4R
27356,MAP4K1,inhibits,EPO
27361,UBXN6,inhibits,MDM2
27367,GIT1,inhibits,MAPK3
27370,NME1,inhibits,CDC42
27374,CD4,inhibits,PTPN11
27375,ANAPC13,inhibits,PTTG2
27381,CAPN1,inhibits,SNCA
27406,MAPK1,inhibits,FGF18
27413,CD247,inhibits,PTPN11
27414,YWHAZ,inhibits,TIPIN
27417,CBLB,inhibits,EPOR
27434,APPL1,inhibits,KLK3
27435,MAPK13,inhibits,MAPK3
27436,CDK1,inhibits,GJD2
27439,GNAZ,inhibits,ADCY4
27451,SMAD7,inhibits,BMP2
27455,PTGS2,inhibits,CSF2
27459,PLCG1,inhibits,GLMN
27461,TGFB3,inhibits,STRAP
27463,FCMR,inhibits,CASP8
27464,SOCS7,inhibits,IL13RA1
27473,CREBBP,inhibits,PPARD
27484,CBLC,inhibits,KIT
27489,APC,inhibits,RB1
27495,CRYAB,inhibits,BAX
27499,CBL,inhibits,JAK1
27508,FN1,inhibits,IL6
27509,IL6,inhibits,FN1
27515,CD3D,inhibits,CD86
27527,CAPN2,inhibits,PRKCD
27537,SSRP1,inhibits,TP63
27544,MYC,inhibits,HMGCS2
27554,JAK3,inhibits,CSF2
27555,MGMT,inhibits,ESR1
27557,CALCA,inhibits,GHRH
27558,CALCA,inhibits,GHRH
27559,MAPK14,inhibits,ARHGEF7
27565,MAPK3,inhibits,SDC2
27567,TGFB1,inhibits,CFTR
27575,SRC,inhibits,EPHA4
27587,VEGFA,inhibits,ANGPT1
27592,WT1,inhibits,ZNF224
27594,PPP3R1,inhibits,IFNG
27596,ASAP2,inhibits,RHOA
27599,CCNE2,inhibits,ANAPC5
27601,IL6R,inhibits,PIAS1
27602,SOCS7,inhibits,IL2RA
27604,SPRY1,inhibits,EGF
27605,PPP3CB,inhibits,FOS
27613,EP300,inhibits,KRT14
27617,SRC,inhibits,FGFR1
27621,CRY1,inhibits,CLOCK
27626,UBE2N,inhibits,RAD50
27633,SRF,inhibits,TAGLN
27642,MAPK3,inhibits,YWHAE
27653,HMGA1,inhibits,IGHE
27665,IL1B,inhibits,MYD88
27666,MYD88,inhibits,IL1B
27671,NFIA,inhibits,CCND1
27680,ATM,inhibits,BCL2
27682,JUNB,inhibits,IL6
27685,JUN,inhibits,TH
27688,NEDD4L,inhibits,FGFR3
27692,NFKB1,inhibits,CSF2
27705,IRF1,inhibits,CDKN1A
27715,ATF2,inhibits,CDK4
27719,ERBB2,inhibits,CTNND1
27722,FBXW11,inhibits,GLI3
27724,PXN,inhibits,ARF6
27731,DUSP1,inhibits,HSPA1A
27735,IGF1,inhibits,CASP3
27739,ARF1,inhibits,CARD16
27743,MOS,inhibits,PKMYT1
27749,DUSP1,inhibits,MAPK13
27754,YY1,inhibits,PRDM2
27755,CXCL8,inhibits,PLA2G7
27757,TIMELESS,inhibits,ARNTL
27758,PTPN11,inhibits,SHC3
27761,PTK2B,inhibits,RHOC
27768,MYB,inhibits,LGALS7
27771,FKBP1A,inhibits,SMURF2
27775,COL1A1,inhibits,DPF2
27776,NPPA,inhibits,LTK
27778,PAK4,inhibits,MYLK2
27781,ARFGAP1,inhibits,CLTB
27798,PRL,inhibits,PC
27805,SNAI3,inhibits,CDH1
27815,PSMD9,inhibits,SNCA
27816,SNCA,inhibits,PSMD9
27818,PPP1CB,inhibits,PHKG2
27839,E2F7,inhibits,E2F1
27842,CD80,inhibits,LCK
27851,HDAC9,inhibits,SMAD3
27852,MYC,inhibits,TMEM126A
27856,LILRA2,inhibits,IL10
27875,SPRY3,inhibits,CBL
27883,PPARA,inhibits,CPT1A
27886,CDK5,inhibits,CDH2
27896,ICAM1,inhibits,IL4
27900,CDK5R1,inhibits,MAP2K1
27903,GNAI1,inhibits,PTK2
27906,PPARG,inhibits,JUN
27908,SOCS3,inhibits,TYK2
27914,GNAZ,inhibits,HCK
27915,CCNA2,inhibits,CDK4
27923,GNG2,inhibits,CXCR4
27925,SP1,inhibits,APOA1
27939,CITED1,inhibits,CTNNB1
27940,IFNG,inhibits,STAT6
27941,STAT6,inhibits,IFNG
27945,PPARG,inhibits,IL1B
27946,DUSP16,inhibits,MAPK12
27949,PTPN6,inhibits,PRLR
27950,SPI1,inhibits,STAT1
27952,SOCS3,inhibits,IL2RA
27954,MYT1,inhibits,CCNB1
27956,NFATC2,inhibits,IL2
27963,EAF2,inhibits,TP53
27964,GNAT1,inhibits,CNGB1
27978,FOXP3,inhibits,IL2
27979,RASA1,inhibits,MRAS
27990,MDGA1,inhibits,CA9
27992,HAX1,inhibits,CASP9
28003,MAPK1,inhibits,FGF14
28007,JAK3,inhibits,SMPD1
28013,AKT1,inhibits,SOD1
28016,PPP2R1B,inhibits,RPS6KB2
28018,WNT3A,inhibits,AXIN1
28033,HLA-A,inhibits,CD80
28034,CD80,inhibits,HLA-A
28037,CDCA8,inhibits,TP53
28038,CBLC,inhibits,IL23R
28043,SRC,inhibits,FGF12
28051,HNF1B,inhibits,KIF12
28057,CARD10,inhibits,NFKB1
28069,JAK1,inhibits,SMPD1
28072,CBLC,inhibits,IL4R
28077,KLF4,inhibits,ITGAD
28094,DUSP10,inhibits,MAPK13
28105,EDN3,inhibits,PRL
28107,PPP1CC,inhibits,MYL12A
28120,NUMBL,inhibits,NOTCH4
28126,PRL,inhibits,LPL
28129,CBL,inhibits,ITGA1
28131,CAPN2,inhibits,ITGB4
28142,MAPK3,inhibits,FGFR3
28145,PTH,inhibits,DKK1
28148,PRKAR2A,inhibits,MAPK1
28162,TGFB1,inhibits,SFTPA2
28166,IDO1,inhibits,VAV1
28176,PAK6,inhibits,MYLK2
28182,PRKAR1B,inhibits,ITGB1
28183,CRH,inhibits,PLOD1
28184,HDAC2,inhibits,TERT
28186,GNAZ,inhibits,PXN
28188,ANAPC7,inhibits,CDK1
28189,CRHBP,inhibits,CRH
28192,SMURF1,inhibits,EGFR
28194,TP53,inhibits,HMMR
28199,ETV4,inhibits,BCKDHB
28200,CTBP1,inhibits,HEY1
28202,PTPN6,inhibits,IFNLR1
28203,TFAP2A,inhibits,MUC1
28204,YWHAZ,inhibits,RFC3
28216,GGA3,inhibits,COPA
28225,CREM,inhibits,CRH
28226,STX1A,inhibits,CACNA1C
28231,RECK,inhibits,MMP2
28233,CCNA2,inhibits,CDK6
28234,RUNX1T1,inhibits,CEBPA
28235,SLA,inhibits,HCK
28238,CAPN2,inhibits,MARCKS
28241,ESR1,inhibits,COL1A2
28242,CBLC,inhibits,EPOR
28246,PER1,inhibits,CLK1
28251,PTP4A2,inhibits,CDKN1A
28252,CSNK1G1,inhibits,FZD5
28260,ALDH1A1,inhibits,MNAT1
28273,PRKAR1A,inhibits,FN1
28292,ANAPC10,inhibits,CCNB3
28302,YWHAZ,inhibits,TOPBP1
28309,TFRC,inhibits,INHBA
28312,CDC16,inhibits,CCNB2
28319,STAT5B,inhibits,FABP1
28328,LGI3,inhibits,SUCLA2
28334,CTBP1,inhibits,CCND1
28340,MTA3,inhibits,SNAI3
28354,PTPN6,inhibits,SOCS3
28357,NCOR1,inhibits,HES1
28361,SNCA,inhibits,PSMD5
28362,PSMD5,inhibits,SNCA
28366,SOCS3,inhibits,IL2
28378,SRC,inhibits,FGF5
28387,LGALS3,inhibits,NRAS
28395,IL4,inhibits,IDO1
28396,PTP4A1,inhibits,RAC1
28423,RGS9BP,inhibits,PDE6C
28427,PTPN6,inhibits,IFNGR1
28430,PPP2CA,inhibits,ARRB2
28433,SMAD3,inhibits,SERPINE1
28434,NR1I3,inhibits,ESR1
28440,TNF,inhibits,ADIPOQ
28448,CDKN1A,inhibits,E2F2
28449,SOCS2,inhibits,IL12RB1
28450,PPIA,inhibits,CXCL8
28451,CCNH,inhibits,CCNA1
28455,RAC2,inhibits,NCKAP1L
28461,GSK3B,inhibits,CREB3L4
28462,SFRP5,inhibits,WNT5A
28464,CD28,inhibits,CD8B
28465,CD8B,inhibits,CD28
28466,CBLB,inhibits,CSF3R
28473,ROCK1,inhibits,PPP1CC
28476,PAK3,inhibits,MYLK3
28479,MAD2L1,inhibits,CDC26
28492,PRKAR1B,inhibits,MLC1
28499,CREBBP,inhibits,MYF6
28508,CDK2,inhibits,ANAPC7
28510,DUSP5,inhibits,MAPK13
28513,GK,inhibits,RAF1
28521,E2F3,inhibits,CASP7
28536,NOTCH1,inhibits,TP53
28537,TNF,inhibits,CDK6
28540,EBP,inhibits,EIF4E
28555,CDC42,inhibits,CTNND1
28579,SMAD6,inhibits,TGFB1
28582,FDPS,inhibits,FGF2
28590,KRT5,inhibits,HGF
28605,DCTN4,inhibits,SPAG9
28607,ANGPT1,inhibits,TNF
28614,CBL,inhibits,JAK2
28624,CBLB,inhibits,JAK2
28633,YY1,inhibits,JUN
28639,SOCS3,inhibits,STAT5B
28648,CBLC,inhibits,IL12RB1
28651,INPPL1,inhibits,AKT1
28655,ADCYAP1,inhibits,PRL
28659,SEM1,inhibits,VEGFA
28662,MAPK3,inhibits,HPGD
28665,PTPN6,inhibits,CRKL
28669,IL1RN,inhibits,IRAK1
28672,TP53,inhibits,LASP1
28680,PSMC2,inhibits,SNCA
28681,SNCA,inhibits,PSMC2
28687,RGS1,inhibits,BCAR1
28688,SOCS4,inhibits,IL12RB1
28702,CBLB,inhibits,IL22RA1
28711,PPP2CB,inhibits,IGSF5
28717,STX1A,inhibits,CACNB3
28729,CD247,inhibits,PAG1
28733,SST,inhibits,GCG
28744,STAT5B,inhibits,ACOX1
28747,SOCS7,inhibits,IL4R
28757,SIN3B,inhibits,SMAD3
28761,VEGFB,inhibits,STRADB
28766,SOCS4,inhibits,CSF2RA
28771,FOS,inhibits,PTEN
28774,TIMP4,inhibits,ADAM10
28779,CDKN1C,inhibits,CCNA2
28784,GSK3B,inhibits,CREB3L1
28785,CASP1,inhibits,IL1R2
28807,SOCS7,inhibits,IL5RA
28821,NOTCH1,inhibits,FOS
28827,PRKAR2B,inhibits,TLN1
28828,DUSP1,inhibits,PPARA
28834,TP53,inhibits,POLR1B
28838,CBL,inhibits,IL23R
28846,SMURF2,inhibits,MET
28847,MAPK9,inhibits,IFNG
28848,RAC3,inhibits,ABI2
28858,ASPN,inhibits,BMP2
28863,JUN,inhibits,ME1
28870,PTPN6,inhibits,IL10RB
28877,CSF3,inhibits,TNF
28885,SOCS2,inhibits,IFNAR2
28889,RXRB,inhibits,KLK3
28890,FGF2,inhibits,IHH
28892,CD8B,inhibits,CSK
28902,RXRG,inhibits,KLK3
28908,CEBPA,inhibits,KLK3
28918,RBX1,inhibits,CCNE1
28920,CBLB,inhibits,LIFR
28921,CBL,inhibits,ITGAE
28925,MAX,inhibits,CFLAR
28926,CAST,inhibits,PTK2
28930,WWP1,inhibits,RET
28937,DMBT1,inhibits,SFTPA2
28943,GAL,inhibits,INS
28958,IGF1,inhibits,IL21
28984,TFPI,inhibits,F5
28992,PRKACG,inhibits,COL1A1
28995,NOS1,inhibits,MAPK3
28997,MAPK11,inhibits,TNF
29007,MAD2L2,inhibits,CDC27
29014,CCNE2,inhibits,ANAPC7
29017,HSPB1,inhibits,CASP3
29018,SMARCA4,inhibits,CIITA
29023,GNAZ,inhibits,LYN
29024,ANXA5,inhibits,ANXA2
29035,CBL,inhibits,FGFR4
29036,TP53,inhibits,DEK
29044,SOCS3,inhibits,IL13RA2
29045,CBLC,inhibits,MET
29046,S100B,inhibits,TRADD
29048,SOCS5,inhibits,IL20RA
29054,CTSB,inhibits,TNF
29057,COMMD1,inhibits,NFKB1
29058,CAT,inhibits,JUN
29062,SOS1,inhibits,A2M
29065,HDAC1,inhibits,CCNE2
29067,MYOM2,inhibits,TBP
29072,CCNE1,inhibits,ANAPC4
29089,SIRPA,inhibits,TNF
29097,PIAS2,inhibits,STAT2
29099,GNAI1,inhibits,ADCY3
29106,CBL,inhibits,ITGA10
29107,KLF4,inhibits,IGHG3
29112,RAP1B,inhibits,SIPA1
29113,SIPA1,inhibits,RAP1B
29115,MAPK3,inhibits,NTF3
29118,TNF,inhibits,WWTR1
29120,ADAM9,inhibits,ADAM17
29122,ASPH,inhibits,JUN
29127,CTLA4,inhibits,ICOS
29132,KLRG1,inhibits,SYK
