,subject,predicate,object
107878,MERESTINIB,inhibits,MET
107881,FLTCHAAR,inhibits,C3AR1
107886,CLOZAPINE,inhibits,HTR5A
107889,REGORAFENIB,inhibits,PDGFRB
107892,PF-06821497,inhibits,EZH2
107926,LINSITINIB,inhibits,INSR
107929,"N′,2-DIPHENYLQUINOLINE-4-CARBOHYDRAZIDE",inhibits,TACR3
107931,CABOZANTINIB,inhibits,MET
107936,ETHOSUXIMIDE,inhibits,CACNA1I
107938,GUANIDINE HYDROCHLORIDE,inhibits,KCNA7
107944,SPIRONOLACTONE,inhibits,NR3C2
107951,BIX02188,inhibits,MAPK7
107953,DS-7423,inhibits,PIK3R2
107954,CONBERCEPT,inhibits,VEGFA
107958,NALMEFENE HYDROCHLORIDE,inhibits,OPRK1
107962,MIRTAZAPINE,inhibits,ADRA2C
107964,HGS 1029,inhibits,BIRC3
107969,OCTANOL,inhibits,GJC1
107975,"[SAR1,ILE4,ILE8]ANG-II",inhibits,AGTR1
107978,CHLORPROTHIXENE,inhibits,HTR2A
107981,CHMFL-KIT-64,inhibits,PDGFRA
107990,ZIBOTENTAN,inhibits,EDNRA
107993,TIVOZANIB,inhibits,FLT4
107994,[125I]SAP,inhibits,TBXA2R
107995,PI-103,inhibits,PIK3CD
107998,DESLANOSIDE,inhibits,ATP1A3
108005,[125I]PTA-OH,inhibits,TBXA2R
108010,AQ-RA 741,inhibits,CHRM2
108014,TRILACICLIB,inhibits,CDK6
108015,AT9283,inhibits,AURKB
108018,GSK8814,inhibits,ATAD2
108021,BMS-690514,inhibits,KDR
108034,APIXABAN,inhibits,F10
108035,LUZINDOLE,inhibits,MTNR1A
108041,METFORMIN HYDROCHLORIDE,inhibits,NDUFAF2
108049,ORPHENADRINE (CHLORIDE),inhibits,SCN8A
108056,TG100-801,inhibits,EPHB4
108059,COMPOUND 22 [PMID: 20462760],inhibits,ROCK1
108063,LINOPIRDINE,inhibits,KCNQ5
108065,BA2+,inhibits,KCNJ13
108067,BEPRIDIL HYDROCHLORIDE,inhibits,CACNB4
108068,EXAMPLE 131 [WO2009133348],inhibits,KLK1
108077,BGJ398,inhibits,PIK3CA
108079,REGORAFENIB,inhibits,TEK
108092,SPIPERONE,inhibits,DRD1
108103,MSX-2,inhibits,ADORA3
108108,APETX-1,inhibits,KCNH2
108114,RAMUCIRUMAB,inhibits,PDGFRA
108122,COMPOUND 17 [PMID: 17125263],inhibits,MCHR1
108130,THIORIDAZINE,inhibits,HTR2C
108156,BRIVANIB ALANINATE,inhibits,KDR
108158,AZELIRAGON,inhibits,AGER
108159,LY377604,inhibits,ADRB1
108164,COMPOUND 25B [PMID: 22564207],inhibits,FER
108168,ALOXISTATIN,inhibits,CTSG
108172,NERISPIRDINE,inhibits,KCND2
108174,ROVELIZUMAB,inhibits,ITGB2
108182,MERETHOXYLLINE PROCAINE,inhibits,SCN11A
108191,DAMINOZIDE,inhibits,PHF8
108192,DIHYDROERGOTAMINE,inhibits,HTR7
108194,LONAFARNIB,inhibits,KRAS
108196,"COMPOUND 5 [TOMASSI ET AL., 2020]",inhibits,PARP1
108203,IMATINIB,inhibits,DDR2
108210,ALSEROXYLON,inhibits,ADRA2B
108234,ETORICOXIB,inhibits,PTGS2
108236,EVOLOCUMAB,inhibits,PCSK9
108239,BIMIRALISIB,inhibits,PIK3CB
108241,DL-TBOA,inhibits,SLC1A6
108242,CARFILZOMIB,inhibits,PSMA8
108243,VIPADENANT,inhibits,ADORA3
108252,COMPOUND 12A [PMID: 29031075],inhibits,PTGS1
108272,OL135,inhibits,FAAH2
108280,CGI1746,inhibits,BTK
108282,INDOMETHACIN,inhibits,PTGS1
108283,GSK-1059615,inhibits,PIK3CG
108285,COMPOUND 1 [PMID: 24793884],inhibits,MAP3K19
108286,G1T28-1,inhibits,CDK6
108311,LEE011,inhibits,CDK4
108315,COMPOUND 27D [PMID: 28231433],inhibits,SPHK2
108317,ACETAZOLAMIDE,inhibits,CA7
108322,CHLORPROTHIXENE,inhibits,HTR2C
108326,DASATINIB,inhibits,LCK
108328,CLOFARABINE,inhibits,RRM2B
108332,IROSUSTAT,inhibits,STS
108338,NI2+,inhibits,ASIC1
108340,KETANSERIN,inhibits,HTR2A
108347,BROLUCIZUMAB,inhibits,VEGFA
108352,VINBLASTINE SULFATE,inhibits,TUBA1B
108353,DIVALPROEX SODIUM,inhibits,ALDH5A1
108366,G15,inhibits,GPER1
108382,"D(CH2)5[TYR(ME)2,THR4,PHE(3I,4N3)-NH29]OVT",inhibits,AVPR1B
108391,MILRINONE LACTATE,inhibits,PDE3A
108404,GÖ 6983,inhibits,PRKCD
108407,AZD6244,inhibits,MAP2K7
108410,HTH-01-015,inhibits,NUAK1
108414,OBATOCLAX MESYLATE,inhibits,MCL1
108415,BNTX,inhibits,OPRM1
108422,GLASDEGIB,inhibits,SMO
108423,JI-101,inhibits,PDGFRB
108424,BRIVANIB ALANINATE,inhibits,FGFR1
108427,ROFLUMILAST,inhibits,PDE4C
108428,VEMURAFENIB,inhibits,BRAF
108431,TANDUTINIB,inhibits,PDGFRB
108433,S36540,inhibits,MCHR1
108434,HESPERADIN,inhibits,INSR
108444,AP4A,inhibits,P2RY12
108445,COMPOUND 21B [PMID: 31136173],inhibits,AAK1
108450,GSK690693,inhibits,AKT2
108453,SB 215505,inhibits,HTR2A
108454,BOSUTINIB,inhibits,LYN
108455,PAZOPANIB,inhibits,KIT
108456,VERAPAMIL HYDROCHLORIDE,inhibits,CACNA1F
108476,COMPOUND 13E [PMID: 31811124],inhibits,CYSLTR2
108481,ESLICARBAZEPINE,inhibits,SCN11A
108488,AM-6120,inhibits,SCN5A
108490,TRIHEXYPHENIDYL HYDROCHLORIDE,inhibits,CHRM1
108497,AZD4547,inhibits,KDR
108503,HESPERADIN,inhibits,FES
108507,KINASE INHIBITOR 2 [PMID: 30199702],inhibits,CDK2
108511,CMPD-1,inhibits,GNRHR
108517,PA-799,inhibits,PIK3CB
108522,ACALABRUTINIB,inhibits,FYN
108523,TOPIRAMATE,inhibits,SCN2A
108538,M871,inhibits,GALR3
108544,NALTRINDOLE,inhibits,OPRM1
108555,SORAFENIB,inhibits,ARAF
108561,METHDILAZINE,inhibits,HRH1
108563,CORTISTATIN A,inhibits,ROCK1
108566,BMS-265246,inhibits,CDK1
108571,5-BUTYL-METHYL IMMIDAZOLE CARBOXYLATE 30,inhibits,AGTR1
108583,MRS2603,inhibits,P2RY13
108584,SILODOSIN,inhibits,ADRA1B
108587,REGORAFENIB,inhibits,KDR
108592,PHENYTOIN,inhibits,SCN2A
108593,RALFINAMIDE,inhibits,SCN2A
108596,COMPOUND 11D [DOI: 10.1039/C0MD00194E],inhibits,ROCK2
108607,PF-04236921,inhibits,IL6
108616,CARAZOLOL,inhibits,ADRB2
108617,JNJ-26483327,inhibits,EGFR
108630,ME-344,inhibits,NDUFA12
108646,ME-344,inhibits,NDUFA3
108652,NERISPIRDINE,inhibits,KCNS1
108654,RG-7666,inhibits,PIK3CB
108663,AFATINIB,inhibits,ERBB2
108664,[125I]HEAT,inhibits,ADRA1A
108669,PICROTOXIN,inhibits,GABRD
108674,ESOMEPRAZOLE STRONTIUM,inhibits,ATP4A
108677,CATPB,inhibits,FFAR2
108681,IRBESARTAN,inhibits,AGTR1
108682,SB 612111,inhibits,OPRL1
108687,BMS-536924,inhibits,INSR
108688,LUF5962,inhibits,ADORA1
108698,S(+)-NIGULDIPINE,inhibits,ADRA1D
108699,CARFILZOMIB,inhibits,PSMB3
108702,LURASIDONE,inhibits,ADRA2A
108704,AFDX384,inhibits,CHRM4
108709,(7S)-HYDROXYL-STAUROSPORINE,inhibits,CDK6
108711,PHENTOLAMINE,inhibits,ADRA1D
108717,COMPOUND 31 [PMID: 23374866],inhibits,MAP3K14
108721,COMPOUND 6A [PMID: 18942826],inhibits,KDM4A
108735,NMS-P937,inhibits,PLK3
108740,[3H]OSIP339391,inhibits,ADORA2B
108749,ASP8477,inhibits,FAAH
108754,SAR260301,inhibits,PIK3C3
108764,COMPOUND 12B [PMID: 31465220],inhibits,PIK3CB
108769,SUNITINIB,inhibits,PDGFA
108773,PEPTIDE 18 [PMID: 24350995],inhibits,PCSK2
108789,ANANDAMIDE,inhibits,KCNK9
108799,PRAZOSIN,inhibits,ADRA2A
108814,VALDECOXIB,inhibits,PTGS2
108815,VX-970,inhibits,ATR
108817,XL147,inhibits,PIK3R1
108818,BIIB059,inhibits,CLEC4C
108824,MK-1029,inhibits,PTGDR2
108837,MPPG,inhibits,GRM7
108845,PICROTOXIN,inhibits,GABRR1
108872,PDGF RECEPTOR TYROSINE KINASE INHIBITOR IV,inhibits,PDGFRB
108879,FLT-3 INHIBITOR III,inhibits,FLT3
108887,SB 242084,inhibits,HTR2B
108892,DEXMECAMYLAMINE,inhibits,CHRNA4
108898,PF-03084014,inhibits,NOTCH2
108900,ME-344,inhibits,NDUFA2
108903,PSALMOTOXIN 1,inhibits,ASIC1
108918,LULIZUMAB PEGOL,inhibits,CD28
108921,MILATUZUMAB,inhibits,CD74
108925,RGS4 INHIBITOR 13,inhibits,RGS8
108926,BGC201531,inhibits,PTGER4
108928,TEGLARINAD CHLORIDE,inhibits,NAMPT
108929,MRE 3008F20,inhibits,ADORA2B
108934,AMG-900,inhibits,AURKB
108937,MPS1-IN-1,inhibits,TTK
108952,COMPOUND 2C [PMID: 22115617],inhibits,CSNK2A2
108954,CLOMIPRAMINE,inhibits,SLC6A4
108957,TETRAETHYLAMMONIUM,inhibits,KCNQ2
108963,BIA 10-2639,inhibits,FAAH
108966,MK-2206,inhibits,AKT3
108967,MEK162,inhibits,MAP2K2
108974,ACPHE-ORN-PRO-D-CHA-TRP-ARG,inhibits,C5AR1
108977,TEDATIOXETINE,inhibits,HTR2C
108978,DDR1/2 INHIBITOR 5N,inhibits,ABL1
108979,1400W,inhibits,NOS2
108981,SC-51322,inhibits,PTGER1
108982,PF-562271,inhibits,PTK2
108986,XL765,inhibits,MTOR
108992,SELEGILINE,inhibits,MAOA
109005,NERISPIRDINE,inhibits,SCN8A
109006,ALSEROXYLON,inhibits,ADRA1A
109008,ROZROLIMUPAB,inhibits,RHD
109010,SU9516,inhibits,CDK9
109011,ZM-241385,inhibits,ADORA2A
109013,BELINOSTAT,inhibits,HDAC9
109014,BORTEZOMIB,inhibits,PSMC3
109019,GNE-616,inhibits,SCN8A
109025,GS-4997,inhibits,MAP3K5
109040,ANISINDIONE,inhibits,GGCX
109043,XL647,inhibits,EGFR
109052,MOFEGILINE,inhibits,AOC3
109056,MLKL COMPOUND 1,inhibits,KDR
109061,PKI-587,inhibits,PIK3C2A
109064,PLX108-01,inhibits,FLT3
109077,DYCLONINE HYDROCHLORIDE,inhibits,SCN1A
109078,SB-674042,inhibits,HCRTR2
109079,GSK2193874,inhibits,TRPV4
109091,ENMD-981693,inhibits,LYN
109099,INCB-38579,inhibits,HRH4
109105,CITIBRASINE,inhibits,CTSV
109106,SB 228357,inhibits,HTR2A
109107,SB203580,inhibits,MAPK11
109110,AV-101,inhibits,GRIN2D
109142,SORBINIL,inhibits,AKR1B1
109153,LY-2874455,inhibits,FGFR2
109165,LGB321,inhibits,PIM1
109166,RILONACEPT,inhibits,IL1B
109167,MOMELOTINIB,inhibits,JAK3
109171,"L-703,606",inhibits,TACR1
109174,LIRILUMAB,inhibits,KIR2DL1
109189,GSK579289A,inhibits,NEK2
109203,KINASE INHIBITOR 2 [PMID: 30199702],inhibits,DYRK3
109206,PLERIXAFOR,inhibits,CXCR4
109214,COMPOUND 12A [PMID: 29031075],inhibits,PTGS2
109216,LY2835219,inhibits,CDK4
109217,CYANOTRIPHENYLBORATE,inhibits,GLRA2
109235,CA2+,inhibits,ZACN
109238,GRC-15300,inhibits,TRPV3
109241,BMS-536924,inhibits,CYP3A4
109242,FINERENONE,inhibits,NR3C2
109251,KETANSERIN,inhibits,DRD1
109253,MOZAVAPTAN,inhibits,AVPR1B
109254,ME-344,inhibits,NDUFA8
109263,PROCAINE HYDROCHLORIDE,inhibits,SCN3A
109266,LUCITANIB,inhibits,FGFR2
109270,SWE101,inhibits,EPHX2
109272,COMPOUND 8A [PMID: 22861813],inhibits,CTSA
109273,VANDETANIB,inhibits,PTK6
109274,REGORAFENIB,inhibits,RET
109281,COMPOUND 25 [PMID: 31260299],inhibits,ITK
109282,GLESATINIB,inhibits,MET
109285,MELOXICAM,inhibits,PTGS2
109295,MRS2179,inhibits,P2RY1
109296,TRELAGLIPTIN SUCCINATE,inhibits,DPP4
109297,ZATEBRADINE,inhibits,HCN2
109298,TAKINIB,inhibits,CLK2
109300,MEFENAMIC ACID,inhibits,PTGS2
109302,ECOPIPAM,inhibits,DRD1
109305,ADECATUMUMAB,inhibits,EPCAM
109308,"SQ-24,798",inhibits,CPB2
109310,MOMELOTINIB,inhibits,JAK2
109318,AZD1305,inhibits,CACNA1D
109327,AMITRIPTYLINE,inhibits,HRH1
109330,JAK3 INHIBITOR II,inhibits,JAK1
109334,AFM13,inhibits,TNFRSF8
109344,PF03084014,inhibits,PSEN1
109352,XE991,inhibits,KCNQ5
109353,OCTANOL,inhibits,GJA4
109356,DOVITINIB,inhibits,FGFR2
109359,DERENOFYLLINE,inhibits,ADORA2B
109365,XL-765,inhibits,PIK3CD
109369,SORAFENIB,inhibits,PDGFRB
109375,TRIAZINE COMPOUND PC7,inhibits,PROKR1
109377,BRIGATINIB,inhibits,EGFR
109388,AZD2858,inhibits,GSK3B
109389,HM50316,inhibits,FABP4
109401,OXYBUTYNIN,inhibits,CHRM2
109404,BRL 44408,inhibits,ADRA2A
109409,GIVINOSTAT,inhibits,HDAC6
109415,FOSPHENYTOIN SODIUM,inhibits,SCN9A
109422,LACOSAMIDE,inhibits,SCN8A
109432,CARFILZOMIB,inhibits,PSMD2
109440,PLX-7486,inhibits,NTRK2
109441,PCI-24781,inhibits,HDAC3
109445,BREPOCITINIB,inhibits,TYK2
109450,DIPYRIDAMOLE,inhibits,PDE4A
109454,GUANIDINE HYDROCHLORIDE,inhibits,KCND1
109457,Roniciclib,inhibits,CDK16
109459,HMPL-523,inhibits,SYK
109463,JNJ-28312141,inhibits,KIT
109467,TBPS,inhibits,GABRA4
109471,PF-06650833,inhibits,IRAK4
109472,ESLICARBAZEPINE ACETATE,inhibits,SCN10A
109475,TACEDINALINE,inhibits,HDAC8
109476,DABRAFENIB MESYLATE,inhibits,MAP2K5
109477,DANUSERTIB,inhibits,AURKB
109482,VANDETANIB,inhibits,RET
109498,TOLAZOLINE HYDROCHLORIDE,inhibits,ADRA1A
109507,Afacifenacin,inhibits,CHRM3
109511,BELINOSTAT,inhibits,HDAC1
109515,PWT33597,inhibits,PIK3R4
109516,BMS-794833,inhibits,KDR
109524,RESEQUINIL,inhibits,GABRG2
109525,SU9516,inhibits,CDK7
109536,APLAVIROC,inhibits,CCR5
109537,GSK2646264,inhibits,AURKB
109539,BELIZATINIB,inhibits,MAP4K2
109541,JNJ38877605,inhibits,MET
109543,IODOPHENPROPIT,inhibits,HRH3
109549,OLANZAPINE,inhibits,HTR2A
109568,LY334362,inhibits,HTR2C
109572,RGS4 INHIBITOR 11B,inhibits,RGS8
109573,CARBAMAZEPINE,inhibits,SCN11A
109575,PX-866,inhibits,PIK3CA
109582,METHOTREXATE,inhibits,DHFR
109587,(S)-CR8,inhibits,CDK5
109601,ABT-639,inhibits,CACNA1H
109608,SILDENAFIL,inhibits,SLCO2B1
109610,ME-344,inhibits,NDUFB11
109617,DACINOSTAT,inhibits,HDAC1
109624,ZINC PROTOPORPHYRIN IX,inhibits,NR1D2
109633,BELINOSTAT,inhibits,HDAC5
109644,DORSOMORPHIN,inhibits,KDR
109653,CABOZANTINIB,inhibits,RET
109661,CDDO-ME,inhibits,PPARG
109663,METHAMPHETAMINE HYDROCHLORIDE,inhibits,SLC6A3
109666,CC-115,inhibits,PRKDC
109670,ATRACURIUM BESYLATE,inhibits,CHRNG
109674,RONACALERET,inhibits,CASR
109676,TRAXOPRODIL,inhibits,GRIN2B
109681,TOPIRAMATE,inhibits,SCN3A
109682,AZD4547,inhibits,AKT1
109684,IXAZOMIB CITRATE,inhibits,PSMD4
109691,COMPOUND 2G [PMID: 27390066],inhibits,ERAP1
109706,JNJ-17156516,inhibits,CCKAR
109708,RUPATADINE,inhibits,HRH1
109720,SC-19220,inhibits,PTGER1
109721,RITANSERIN,inhibits,HTR1A
109728,BYL719,inhibits,MTOR
109732,CANGRELOR,inhibits,P2RY13
109733,ENOXACIN,inhibits,ATP6V1B2
109737,ENZASTAURIN,inhibits,PRKCB
109744,IXAZOMIB CITRATE,inhibits,PSMA4
109755,CCX168,inhibits,C5AR1
109757,CANDESARTAN CILEXETIL,inhibits,AGTR1
109762,METHYLSAMIDORPHAN,inhibits,OPRM1
109766,NERISPIRDINE,inhibits,KCNH6
109767,AMITRIPTYLINE,inhibits,CHRM5
109770,MARIZOMIB,inhibits,PSMB4
109771,BUMETANIDE,inhibits,SLC12A1
109773,ML218,inhibits,CACNA1H
109774,LEIUROTOXIN I,inhibits,KCNN1
109776,PWT-33587,inhibits,MTOR
109780,GRC-17536,inhibits,TRPA1
109781,"COMPOUND 51 [CROSIGNANI ET AL., 2011]",inhibits,PTGDR2
109782,PRIMIDONE,inhibits,SCN11A
109790,TREMELIMUMAB,inhibits,CTLA4
109794,MK-6592,inhibits,AURKC
109795,PERPHENAZINE,inhibits,HTR6
109804,CARFILZOMIB,inhibits,PSMA8
109813,MUROMONAB-CD3,inhibits,CD3E
109817,COMPOUND 1A [PMID: 23597791],inhibits,SLC14A1
109818,GNE-616,inhibits,SCN9A
109826,RILUZOLE,inhibits,KCNH2
109832,VPC32183,inhibits,LPAR3
109835,NINTEDANIB,inhibits,YES1
109843,LB42908,inhibits,FNTB
109845,EMPAGLIFLOZIN,inhibits,SLC5A2
109849,COMPOUND 7 [PMID: 22533316],inhibits,LSS
109858,RECILISIB,inhibits,PIK3R3
109875,COMPOUND 36 [PMID: 21958547],inhibits,BTK
109883,PAZOPANIB,inhibits,FLT4
109885,"COMPOUND 1 [LOLLI ET AL., 2019]",inhibits,AKR1C3
109888,VPC03090-P,inhibits,S1PR3
109902,PIMOZIDE,inhibits,CACNA1I
109905,MIRICORILANT,inhibits,NR3C1
109920,SNAP 398299,inhibits,GALR3
109935,PAZOPANIB HYDROCHLORIDE,inhibits,CSF1R
109936,PHENYTOIN,inhibits,SCN1A
109938,REPINOTAN,inhibits,HTR1A
109950,CHLOROPROCAINE HYDROCHLORIDE,inhibits,SCN10A
109961,DACTOLISIB,inhibits,MTOR
109963,OXYBUTYNIN CHLORIDE,inhibits,CHRM2
109976,ROPIVACAINE HYDROCHLORIDE,inhibits,SCN11A
109982,BMS-690514,inhibits,ERBB4
109986,"METHYL 5-[(4-TERT-BUTYLBENZOYL)AMINO]-2H-1,2,4-TRIAZOLE-3-CARBOXYLATE",inhibits,F12
109992,INCB053914,inhibits,PIM3
109994,COMPOUND 9B [PMID: 18986805],inhibits,CDK1
109995,L-(CIS)-DILTIAZEM,inhibits,CNGA1
110004,LEIUROTOXIN I,inhibits,KCNN3
110005,FLT-3 INHIBITOR II,inhibits,FLT3
110011,MM111,inhibits,ERBB3
110020,LEVOBUNOLOL,inhibits,ADRB1
110036,MK-6592,inhibits,AURKB
110039,DAROTROPIUM BROMIDE,inhibits,CHRM2
110044,XCC,inhibits,ADORA2B
110045,QUINIDINE,inhibits,KCNA7
110054,RILUZOLE,inhibits,SCN5A
110074,TBPS,inhibits,GABRQ
110076,LESTAURTINIB,inhibits,FLT3
110077,LIFASTUZUMAB VEDOTIN,inhibits,SLC34A2
110080,TEDISAMIL,inhibits,KCNS1
110085,LBY135,inhibits,TNFRSF10B
110099,RELCOVAPTAN,inhibits,OXTR
110101,GALANTAMINE,inhibits,ACHE
110105,AF353,inhibits,P2RX3
110106,MARIZOMIB,inhibits,PSMB9
110116,CRENOLANIB,inhibits,ALK
110134,MK-2461,inhibits,FLT1
110142,TOPIRAMATE,inhibits,SCN1A
110144,VORUCICLIB,inhibits,CDK1
110145,STAUROSPORINE,inhibits,MAP2K6
110148,ICATIBANT ACETATE,inhibits,BDKRB2
110152,VPC44116,inhibits,S1PR3
110153,TMP269,inhibits,HDAC9
110157,DOXAZOSIN MESYLATE,inhibits,ADRA1A
110161,WX-037,inhibits,PIK3CB
110165,XL820,inhibits,KIT
110172,ROPIVACAINE HYDROCHLORIDE,inhibits,SCN2A
110183,VORINOSTAT,inhibits,HDAC1
110184,HALOPERIDOL DECANOATE,inhibits,DRD4
110186,XANTHINE AMINE CONGENER,inhibits,ADORA3
110187,REGORAFENIB,inhibits,RET
110192,[3H]RAUWOLSCINE,inhibits,ADRA2C
110199,AT-13148,inhibits,ROCK2
110205,JNJ-40346527,inhibits,CSF1R
110207,COMPOUND 16 [PMID: 18945615],inhibits,MAPKAPK2
110209,MK-0359,inhibits,PDE4C
110211,ML130,inhibits,NOD2
110212,[3H]ZM 241385,inhibits,ADORA2B
110214,FUROSEMIDE,inhibits,SLC12A1
110225,DROSPIRENONE,inhibits,NR3C2
110226,SB 221284,inhibits,HTR2A
110228,AT-7519,inhibits,CDK20
110232,IBIPINABANT,inhibits,CNR2
110234,GABOXADOL,inhibits,GABRR3
110235,WZ4002,inhibits,BLK
110238,BMS-911543,inhibits,TYK2
110239,VANDETANIB,inhibits,EPHB2
110243,ORPHENADRINE CITRATE,inhibits,GRIN2C
110246,TRYPTANTHRIN 5I,inhibits,IDO1
110247,COMPOUND 10H [PMID: 20832306],inhibits,MLYCD
110265,GIVINOSTAT,inhibits,HDAC8
110269,NERISPIRDINE,inhibits,SCN2A
110271,PWT33597,inhibits,MTOR
110275,FLAVANONE,inhibits,ADORA3
110277,COMPOUND 8I [PMID: 22765894],inhibits,PDGFRB
110280,VUF8507,inhibits,ADORA3
110290,MIDOSTAURIN,inhibits,PRKCH
110293,PEROSPIRONE,inhibits,DRD2
110307,PALBOCICLIB,inhibits,CDK6
110313,PF-956980,inhibits,JAK3
110316,HALOPERIDOL,inhibits,DRD1
110317,TRAMETINIB,inhibits,MAP2K2
110326,IPATASERTIB,inhibits,AKT3
110332,ECF309,inhibits,PIK3CG
110335,TRANYLCYPROMINE,inhibits,MAOA
110336,CUDC-101,inhibits,HDAC1
110341,TRIPELENNAMINE CITRATE,inhibits,HRH1
110343,CRISABOROLE,inhibits,PDE4C
110345,ASENAPINE,inhibits,HTR2A
110357,METFORMIN HYDROCHLORIDE,inhibits,MT-ND2
110360,FORETINIB,inhibits,FLT1
110364,[3H]CGS19755,inhibits,GRIN2A
110369,CARBENOXOLONE,inhibits,GJA9
110375,CLOZAPINE,inhibits,HRH4
110379,TALAZOPARIB,inhibits,PARP2
110385,FLUOXETINE,inhibits,ANO1
110392,DALFAMPRIDINE,inhibits,KCNA10
110395,SYL-1001,inhibits,TRPV1
110403,AS100,inhibits,ADORA1
110410,DAPRODUSTAT,inhibits,EGLN2
110419,GDC-0077,inhibits,PIK3CA
110433,COMPOUND 13A [PMID: 23639540],inhibits,ACVR1
110434,AMINOOXYACETIC ACID,inhibits,CBS
110435,OXYPHENONIUM BROMIDE,inhibits,CHRM1
110439,MIANSERIN,inhibits,HTR6
110441,AVAGACESTAT,inhibits,PSEN1
110445,GDC-0152,inhibits,BIRC3
110447,TRIMETREXATE,inhibits,DHFR
110452,CARFILZOMIB,inhibits,PSME1
110457,LIAFENSINE,inhibits,HTT
110461,XL-228,inhibits,LCK
110473,SUNITINIB,inhibits,FLT4
110481,BGT226,inhibits,MTOR
110483,BORTEZOMIB,inhibits,BCL2
110484,PD-0325901,inhibits,MAP2K1
110485,ROLIPRAM,inhibits,PDE4D
110491,ELOBIXIBAT,inhibits,SLC10A2
110497,GW841819X,inhibits,BRD3
110499,AMINOPHYLLINE,inhibits,PDE4C
110506,CCT241161,inhibits,BRAF
110507,IPILIMUMAB,inhibits,CTLA4
110509,CILANSETRON,inhibits,HTR3A
110530,PQA-18,inhibits,PAK2
110539,"D(CH2)5[D-ILE2,ILE4,ALA-NH2]AVP",inhibits,AVPR1B
110540,SCH51866,inhibits,PDE7B
110541,CFZ533,inhibits,CD40
110543,4-DAMP,inhibits,CHRM4
110544,FEDRATINIB,inhibits,JAK1
110545,CTAP,inhibits,OPRD1
110546,APRATASTAT,inhibits,MMP1
110547,D[D-PAL2]AVP,inhibits,AVPR1A
110553,MPDT,inhibits,HTR1A
110555,XL820,inhibits,KIT
110560,DACINOSTAT,inhibits,HDAC7
110561,LAPATINIB,inhibits,ERBB2
110563,ENTINOSTAT,inhibits,HDAC1
110569,PCMBS,inhibits,AQP1
110584,ETHOTOIN,inhibits,SCN9A
110586,BRIVANIB,inhibits,FGFR1
110587,PF-04691502,inhibits,PIK3CG
110591,CEP-2563,inhibits,PRKCB
110595,"COMPOUND 51 [CROSIGNANI ET AL., 2011]",inhibits,CYP2C8
110600,GSK-690693,inhibits,PRKCZ
110602,H+,inhibits,TRPM5
110603,COMPOUND 2 [PMID: 22560567],inhibits,GSK3B
110609,1-ALLYL-2-[3-(ISOPROPYLAMINO)PROPOXY]-9H-CARBAZOLE,inhibits,FDFT1
110614,PIPAMPERONE,inhibits,HTR1B
110615,AEE788,inhibits,ERBB2
110617,ETHOPROPAZINE HYDROCHLORIDE,inhibits,CHRM1
110629,TANESPIMYCIN,inhibits,HSP90AA1
110639,LEXIBULIN,inhibits,TUBB8
110641,COMPOUND 38 [PMID: 24000170],inhibits,BRD3
110643,PHENTOLAMINE,inhibits,ADRA2B
110644,COLCHICINE,inhibits,TUBA1B
110645,NEMIRALISIB,inhibits,PIK3CA
110647,PF-06684511,inhibits,BACE1
110649,Famitinib,inhibits,FLT1
110653,PF-04691502,inhibits,MTOR
110662,SB-742457,inhibits,HTR6
110668,CHLOROPROCAINE HYDROCHLORIDE,inhibits,SCN8A
110678,NALDEMEDINE TOSYLATE,inhibits,OPRM1
110679,RO20-1724,inhibits,PDE4B
110685,MERESTINIB,inhibits,DDR1
110690,ETHACRYNIC ACID,inhibits,SLC12A1
110691,ME-344,inhibits,NDUFC2
110692,[3H]QNB,inhibits,CHRM1
110693,PROMETHAZINE HYDROCHLORIDE,inhibits,HRH1
110695,TOCAINIDE HYDROCHLORIDE,inhibits,SCN1A
110696,PRILOCAINE,inhibits,SCN8A
110704,COMPOUND 8E [PMID: 24432909],inhibits,ROS1
110711,NINTEDANIB,inhibits,LCK
110712,DROSPIRENONE,inhibits,NR3C2
110715,LOXO-101,inhibits,NTRK1
110717,MIBEFRADIL,inhibits,CATSPER4
110719,MARIZOMIB,inhibits,PSMB5
110720,"D(CH2)5[D-ILE2,ILE4,ALA-NH29]AVP",inhibits,AVPR1A
110721,DANTROLENE SODIUM,inhibits,RYR1
110728,WB 4101,inhibits,ADRA2A
110729,NBI-59159,inhibits,SLC1A1
110734,COMPOUND 2 [PMID: 15546730],inhibits,FYN
110736,SB 204741,inhibits,HTR2B
110743,DECAVANADATE,inhibits,ITPR2
110755,MRS1132,inhibits,ADORA2A
110768,I-432,inhibits,ST14
110775,MATUZUMAB,inhibits,EGFR
110776,NV-128,inhibits,NDUFS4
110782,LGH-447,inhibits,PIM3
110784,NCGC 84,inhibits,NPSR1
110786,AMANTADINE,inhibits,GRIN2C
110787,CA2+,inhibits,GJC3
110789,ENMD-981693,inhibits,FGR
110791,XD14,inhibits,BRD3
110797,SELICICLIB,inhibits,CDK9
110799,STAUROSPORINE,inhibits,PRKACB
110801,METFORMIN HYDROCHLORIDE,inhibits,NDUFS7
110808,PAZOPANIB,inhibits,KDR
110821,ERTUGLIFLOZIN,inhibits,SLC5A2
110826,RGB-286638,inhibits,CDK2
110830,DINACICLIB,inhibits,CDK2
