,subject,predicate,object
22646,ACVR1,stimulates,TRIM24
22647,STK16,stimulates,PRKACA
22648,PRKAA2,stimulates,LUZP1
22649,CDK18,stimulates,ZYX
22650,WEE1,stimulates,IRF3
22651,MAPK10,stimulates,ZYX
22652,RPS6KB1,stimulates,NFATC4
22653,DYRK1B,stimulates,NPM1
22654,RAF1,stimulates,PHAX
22655,CAMK2B,stimulates,PRKACA
22656,MAPK9,stimulates,MTA1
22657,CLK2,stimulates,RPA1
22658,RPS6KA4,stimulates,PAXBP1
22659,DYRK2,stimulates,PPP1R8
22660,MAPK8,stimulates,UBE2A
22661,PRKCZ,stimulates,TRIP10
22662,STK38,stimulates,CDCA5
22663,GRK5,stimulates,RGCC
22664,RPS6KA2,stimulates,ZFP36
22665,RPS6KB1,stimulates,DOK1
22666,RPS6KB1,stimulates,ASAP2
22667,YES1,stimulates,NPM1
22668,WNK1,stimulates,PRKCD
22669,RPS6KA4,stimulates,ZYX
22670,PIK3R4,stimulates,ANKS1A
22671,FASTK,stimulates,CBL
22672,CLK3,stimulates,SRSF1
22673,TBK1,stimulates,HSPB1
22674,GRK5,stimulates,ZYX
22675,CDK5,stimulates,APBB1
22676,NEK4,stimulates,POGZ
22677,PRKACA,stimulates,TRIM28
22678,RPS6KA5,stimulates,HLCS
22679,MAP3K19,stimulates,TRIP10
22680,WEE1,stimulates,CTTN
22681,PRKCA,stimulates,CTTN
22682,CSNK1G1,stimulates,PAXBP1
22683,CAMK2G,stimulates,PRKACA
22684,NEK4,stimulates,DHX32
22685,GSK3B,stimulates,ABI2
22686,DYRK4,stimulates,PAXBP1
22687,MAP3K7,stimulates,FUBP1
22688,JAK2,stimulates,FGR
22689,CDK4,stimulates,DDX19B
22690,PRKACA,stimulates,STUB1
22691,CDK4,stimulates,NFATC3
22693,DYRK2,stimulates,HIRIP3
22694,MAPK10,stimulates,ZHX1
22695,LATS1,stimulates,PPP2R1A
22696,CSNK1E,stimulates,RPA1
22697,PDK3,stimulates,PAXBP1
22698,JAK2,stimulates,ABI2
22699,STK17A,stimulates,SMARCC2
22700,CDKL5,stimulates,RPA1
22701,CLK2,stimulates,MATR3
22702,NEK4,stimulates,ZNF496
22703,PXK,stimulates,PRKACA
22704,AKT1,stimulates,HIRIP3
22705,TBK1,stimulates,HADHB
22706,CDK18,stimulates,TRIP10
22707,CDK4,stimulates,SF3B1
22708,STK16,stimulates,RUVBL2
22709,ILK,stimulates,NOC2L
22710,PRKCQ,stimulates,EIF2AK2
22711,CDK7,stimulates,PINX1
22712,MAP3K7,stimulates,SUMO4
22713,CDK5,stimulates,IRF3
22714,MAPK8,stimulates,TRIP6
22715,SNRK,stimulates,RGS14
22716,CDK4,stimulates,SMARCC2
22717,AURKB,stimulates,CBL
22718,CDK4,stimulates,ETS1
22719,ETS1,stimulates,CDK4
22720,CHEK2,stimulates,OTUD7B
22721,DYRK4,stimulates,CTTN
22722,CDK7,stimulates,CRY1
22723,TGFBR2,stimulates,CDC25A
22724,PRKCB,stimulates,JADE1
22725,AURKB,stimulates,PPP1R13L
22726,RAF1,stimulates,ZYX
22727,BTK,stimulates,SRSF10
22728,PDIK1L,stimulates,HCLS1
22729,TGFBR2,stimulates,ANKS1A
22730,NTRK3,stimulates,PRKCD
22731,CDK5,stimulates,ZYX
22732,CDK7,stimulates,NUP133
22733,CSNK2A2,stimulates,PINX1
22734,ACVR1,stimulates,NFATC4
22735,DDR2,stimulates,CBL
22736,ILK,stimulates,PRKACA
22737,UHMK1,stimulates,ZYX
22738,CDK4,stimulates,EXOSC5
22739,STK17A,stimulates,ERF
22740,TNNI3K,stimulates,PRDM10
22741,PRKACA,stimulates,LARP1
22742,BUB1,stimulates,XRCC1
22743,TYRO3,stimulates,ZAP70
22744,PRKAA2,stimulates,PPP1R13L
22745,NUAK1,stimulates,MDM4
22746,CDK5,stimulates,RPA1
22747,BUB1,stimulates,ZFP36
22748,PXK,stimulates,PRKD2
22749,MAP3K7,stimulates,SRSF4
22750,PAK4,stimulates,ZHX1
22751,CDK4,stimulates,FOXF1
22752,PAK1,stimulates,MDM4
22753,TBK1,stimulates,RCHY1
22754,NLK,stimulates,PRKACA
22755,DYRK4,stimulates,NPM1
22756,MAP3K14,stimulates,RPS6KA2
22757,CDK5,stimulates,CTTN
22758,FGFR4,stimulates,HCLS1
22759,NEK3,stimulates,METTL3
22760,CDK5,stimulates,TSC22D4
22761,NEK3,stimulates,YWHAZ
22762,WEE1,stimulates,PSPC1
22763,WEE1,stimulates,PPP1R13L
22764,CAMK4,stimulates,NFATC4
22765,STK11,stimulates,SAFB2
22766,MAPK15,stimulates,ETS1
22767,IRAK1,stimulates,OTUD7B
22768,MATK,stimulates,FGR
22769,DYRK1B,stimulates,MTA1
22770,PDIK1L,stimulates,ZHX1
22771,CDK7,stimulates,ZYX
22772,NEK6,stimulates,SMC3
22773,TNNI3K,stimulates,NFATC3
22774,RPS6KB1,stimulates,RAB5B
22775,PAK4,stimulates,CBL
22776,KSR2,stimulates,PRKACA
22777,GRK2,stimulates,EIF4B
22778,MAPK3,stimulates,TRIM28
22779,TGFBR2,stimulates,SAFB2
22780,STK33,stimulates,CRK
22781,CLK2,stimulates,NFATC4
22782,CDK5,stimulates,CAMKK1
22783,MAP2K6,stimulates,PRKCD
22784,BTK,stimulates,STAT5B
22785,CLK2,stimulates,ZFP36
22786,NEK4,stimulates,CSTF2T
22787,CDK5,stimulates,TRIP10
22788,CSNK1E,stimulates,EIF4H
22789,MAPK8,stimulates,ZBTB16
22790,PLK3,stimulates,BRCA1
22791,CDK7,stimulates,EIF4B
22792,PAK1,stimulates,MEN1
22793,MAPK8,stimulates,ERF
22794,WEE1,stimulates,NFATC4
22795,PRKCA,stimulates,NFATC4
22796,STK16,stimulates,NPM1
22797,PIM2,stimulates,PAXBP1
22798,WEE1,stimulates,XRCC1
22799,MAK,stimulates,CBL
22800,CDK4,stimulates,NUP35
22801,WEE1,stimulates,ZMYM3
22802,AKT1,stimulates,SOX9
22803,RPS6KB1,stimulates,YWHAE
22804,EPHA3,stimulates,SRSF10
22805,AKT1,stimulates,DNAJB2
22806,PLK3,stimulates,XRCC1
22807,DYRK4,stimulates,BMX
22808,STK17A,stimulates,PCBP2
22809,CDK5,stimulates,MAPK7
22810,PIM2,stimulates,ZYX
22811,HIPK4,stimulates,RPS6KA2
22812,STK17A,stimulates,PPP1R13L
22813,SRPK2,stimulates,SRSF2
22814,BMPR1B,stimulates,OTUD7B
22815,PRKY,stimulates,DAZAP1
22816,PIK3C3,stimulates,MDM4
22817,CLK2,stimulates,MTA1
22818,EIF2AK2,stimulates,PLK1
22819,DYRK3,stimulates,RBM17
22820,HIPK1,stimulates,RPS6KA2
22821,STK17A,stimulates,XPO1
22822,NUAK1,stimulates,PRKACA
22823,CDK7,stimulates,CAMKK1
22824,CDK4,stimulates,CBL
22825,TBK1,stimulates,MTA1
22826,FASTK,stimulates,PITX1
22827,CAMK2D,stimulates,PRKACA
22828,PKN1,stimulates,HLCS
22829,WEE1,stimulates,MTA1
22830,SCYL3,stimulates,CBL
22831,ABL2,stimulates,CBL
22832,CDK4,stimulates,PPP1R13L
22833,SRPK2,stimulates,NFATC4
22834,MAPK11,stimulates,HIF1A
22835,MYLK2,stimulates,PPP2R1B
22836,CSNK2A2,stimulates,ZHX1
22837,TNNI3K,stimulates,HCLS1
22838,PLK3,stimulates,MTA1
22839,AKT1,stimulates,NFATC3
22840,CDK4,stimulates,XPO1
22841,NEK3,stimulates,LUZP1
22842,MAPK14,stimulates,MAP4K2
22843,RPS6KA4,stimulates,MTA1
22844,CAMK2G,stimulates,CAMKK1
22845,AKT1,stimulates,POP7
22846,DYRK2,stimulates,CSDC2
22847,PRKAA2,stimulates,MDM2
22848,CDK9,stimulates,NUP133
22849,CSNK1G2,stimulates,ZYX
22850,PRKAA2,stimulates,EEF1D
22851,MAPK8,stimulates,FOSL1
22852,BMX,stimulates,AXL
22853,NEK9,stimulates,MDM2
22854,MAPK9,stimulates,EIF2AK2
22855,STK17A,stimulates,ZMYM3
22856,NEK2,stimulates,RPS6KA2
22857,MAPK9,stimulates,SNRNP70
22858,CLK2,stimulates,EIF2B5
22859,CDK6,stimulates,NUSAP1
22860,NEK3,stimulates,CDCA7L
22861,TESK2,stimulates,ZYX
22862,PIM2,stimulates,PUM1
22863,FGFR1,stimulates,LSR
22864,STK24,stimulates,HLCS
22865,MAPK15,stimulates,CBL
22866,STK11,stimulates,CHGB
22867,CDK5,stimulates,XRCC1
22868,PAK4,stimulates,KHDRBS1
22869,AURKB,stimulates,MDM4
22870,MAPKAPK5,stimulates,SND1
22871,SYK,stimulates,TRIM28
22872,CDK4,stimulates,ZMYM3
22873,CDK4,stimulates,NEUROD1
22874,CDKL3,stimulates,CTTN
22875,PAK4,stimulates,LARP1
22876,MKNK1,stimulates,EIF4B
22877,RIPK3,stimulates,BAD
22878,STK38,stimulates,CTTN
22879,BMPR1A,stimulates,PRKACB
22880,MAPK8,stimulates,XPO1
22881,CDK16,stimulates,CRK
22882,GSK3B,stimulates,PSPC1
22883,STK16,stimulates,CHAF1B
22884,TNNI3K,stimulates,DAXX
22885,CSNK2A1,stimulates,NUAK1
22886,MAPK9,stimulates,SMARCC2
22887,MAPK9,stimulates,ETS1
22888,RPS6KB1,stimulates,NFATC3
22889,CDK7,stimulates,NOL7
22890,BMX,stimulates,CBL
22891,AKT1,stimulates,SRSF1
22892,BMX,stimulates,PPP1R13L
22893,BUB1,stimulates,NCL
22894,MAPK6,stimulates,PDLIM5
22895,CDK6,stimulates,NFATC4
22896,MAPK9,stimulates,SOX10
22897,CLK2,stimulates,HLCS
22898,CDK5,stimulates,MTA1
22899,PRKACA,stimulates,PHAX
22900,PRKCD,stimulates,TSC22D4
22901,TNNI3K,stimulates,CBL
22902,MAP3K7,stimulates,TRIP10
22903,CDK4,stimulates,RPA2
22904,MAPK8,stimulates,MITF
22905,MAPK8,stimulates,BRCA1
22906,SCYL2,stimulates,FGR
22907,CDKL5,stimulates,DDX39A
22908,SGK2,stimulates,PRKACA
22909,RAF1,stimulates,OTUD7B
22910,PIM2,stimulates,CLASRP
22911,MAPK1,stimulates,NUP133
22912,PRKCI,stimulates,ABI2
22913,NEK6,stimulates,HSF1
22914,TGFBR2,stimulates,FHL2
22915,BMPR1B,stimulates,CSNK1G2
22916,PDPK1,stimulates,HDLBP
22917,CLK2,stimulates,U2AF1
22918,MAPK8,stimulates,KAT5
22919,CAMK2A,stimulates,PRKCD
22920,PIM1,stimulates,NFATC4
22921,PAK1,stimulates,SRSF1
22922,SIK1,stimulates,ASAP2
22923,PRKCD,stimulates,CAMKK1
22924,STK17A,stimulates,DDX39A
22925,MAPK1,stimulates,SOX10
22926,ACVR1B,stimulates,MAPK8
22927,PRKACA,stimulates,RUVBL2
22928,MAST1,stimulates,MTA1
22929,MARK3,stimulates,CHEK2
22930,ZAP70,stimulates,PRKACA
22931,TBK1,stimulates,DDX25
22932,NRBP2,stimulates,TRIP10
22933,CSNK1E,stimulates,CSDE1
22934,DYRK2,stimulates,CAMKK1
22935,PRKAA2,stimulates,ARID3A
22936,AKT1,stimulates,ZHX1
22937,CDK4,stimulates,LIG1
22938,RPS6KB1,stimulates,CDCA7L
22939,RIPK2,stimulates,MAP2K7
22940,CDK6,stimulates,TCF3
22941,AKT1,stimulates,DAXX
22942,AURKB,stimulates,PRKACA
22943,STK38L,stimulates,CTTN
22944,STK17A,stimulates,HIRIP3
22945,PRPF4B,stimulates,TRIM24
22946,WEE1,stimulates,EIF4A3
22947,MAP4K5,stimulates,STUB1
22948,RPS6KA1,stimulates,STUB1
22949,CDK4,stimulates,SPAG7
22950,MAPKAPK5,stimulates,DAXX
22951,STK17A,stimulates,DNMT3A
22952,STK40,stimulates,PPP1R13L
22953,CSNK1E,stimulates,EIF4ENIF1
22954,AKT1,stimulates,MISP
22955,PRKACA,stimulates,ZYX
22956,PDPK1,stimulates,TBC1D22A
22957,RAF1,stimulates,HLCS
22958,PRKCZ,stimulates,SNRNP70
22959,RET,stimulates,ETS1
22960,PXK,stimulates,MTA1
22961,NEK9,stimulates,ABI2
22962,MAPK9,stimulates,HNRNPUL1
22963,MAP3K7,stimulates,PRKCD
22964,DYRK4,stimulates,AGGF1
22965,MAPKAPK5,stimulates,CBL
22966,MAPKAPK5,stimulates,PPP1R13L
22967,CDK4,stimulates,BCL3
22968,IRAK1,stimulates,CHEK1
22969,PAK1,stimulates,CAMKK1
22970,WEE1,stimulates,METTL3
22971,CDKL5,stimulates,EIF4A3
22972,TGFBR2,stimulates,RAB14
22973,NTRK3,stimulates,ETS1
22974,MAPK14,stimulates,NUP62
22975,MAPK9,stimulates,PPP1R13L
22976,BMPR1A,stimulates,PRKCD
22977,MAP3K8,stimulates,CAMKK1
22978,PRKACA,stimulates,XRCC4
22979,PAK1,stimulates,ZCCHC8
22980,NEK3,stimulates,SMARCAD1
22981,CDK4,stimulates,CTBP1
22982,PRKACA,stimulates,TTF2
22983,MAPK14,stimulates,SIK1
22984,NEK6,stimulates,PAXBP1
22985,STK17A,stimulates,SLC4A1AP
22986,ACVR1,stimulates,RPS6KA2
22987,PAK6,stimulates,CBL
22988,GSK3A,stimulates,LARP1
22989,STK17A,stimulates,NCL
22990,CDK6,stimulates,HLCS
22991,MAPK1,stimulates,TSC22D3
22992,BMX,stimulates,ANXA2
22993,TNNI3K,stimulates,MDM2
22994,BMPR2,stimulates,GNA12
22995,TNNI3K,stimulates,PPP1R8
22996,CSNK2A1,stimulates,RBM17
22997,DYRK4,stimulates,STIP1
22998,MAST1,stimulates,GRK5
22999,MAPK3,stimulates,PINX1
23000,SRPK2,stimulates,PRKACA
23001,TYRO3,stimulates,PRKCD
23002,PRKACA,stimulates,ZHX1
23003,WEE1,stimulates,RBM17
23004,PRKACA,stimulates,MATR3
23005,CLK2,stimulates,URI1
23006,PTK2B,stimulates,GAPDH
23007,CSNK2A1,stimulates,URI1
23008,STK38,stimulates,MTA1
23009,CDK5,stimulates,EIF4A3
23010,WEE1,stimulates,TAGLN2
23011,PAK1,stimulates,EIF4H
23012,STK3,stimulates,EIF4ENIF1
23013,CDK5,stimulates,PSMC3
23014,MAPK8,stimulates,MTF2
23015,SCYL2,stimulates,CTTN
23016,NEK3,stimulates,MDM2
23017,DMPK,stimulates,TGFB1I1
23018,DYRK3,stimulates,XPA
23019,BUB1,stimulates,PPP2R5D
23020,CAMK2D,stimulates,LIMA1
23021,DYRK4,stimulates,RAD23B
23022,CHEK2,stimulates,PPP1R13L
23023,PRKAA2,stimulates,RPS6KA2
23024,CSNK2A1,stimulates,SMARCC2
23025,TGFBR2,stimulates,PPP1R13L
23026,CDK5,stimulates,SRF
23027,AURKB,stimulates,ZYX
23028,PDPK1,stimulates,MDM2
23029,PTK2B,stimulates,STUB1
23030,PDPK1,stimulates,EEF1D
23031,FGR,stimulates,TRIM24
23032,BMPR2,stimulates,MTA1
23033,STK4,stimulates,PPP1R13L
23034,TGFBR2,stimulates,XPO1
23035,PRKACA,stimulates,RCHY1
23036,ILK,stimulates,DDX20
23037,PRKCZ,stimulates,DDB1
23038,CAMK4,stimulates,PPP2R5D
23039,AURKB,stimulates,RPA1
23040,MAPK9,stimulates,RPA2
23041,STK38L,stimulates,PRKCD
23042,CDK7,stimulates,SMAD4
23043,MAPK8,stimulates,NCL
23044,PRKAA2,stimulates,ZYX
23045,STK16,stimulates,SRF
23046,TRIB3,stimulates,PPP2R1B
23047,EPHA3,stimulates,ZAP70
23048,BMPR2,stimulates,ANKS1A
23049,MAPK12,stimulates,MTA1
23050,NEK9,stimulates,ZYX
23051,DYRK3,stimulates,LIG1
23052,BUB1,stimulates,NUP35
23053,STK17A,stimulates,SP100
23054,MAPK8,stimulates,FOS
23055,MAPK10,stimulates,FOS
23056,PRKX,stimulates,GSK3B
23057,PRKX,stimulates,LIPE
23059,PRKCE,stimulates,INSR
23061,PRKCE,stimulates,ITGB2
23062,PRKCB,stimulates,PRKD1
23063,PLCB1,stimulates,PRKCB
23064,PPARA,stimulates,MAPK9
23065,PRKCE,stimulates,SDC2
23068,GRK4,stimulates,ADRB2
23069,GRK1,stimulates,ADRB2
23070,GRK7,stimulates,ADRB2
23071,MAP3K7,stimulates,PRKAA2
23072,PRKACA,stimulates,AQP2
23073,MAPK8,stimulates,AR
23075,FYN,stimulates,BCR
23076,LYN,stimulates,BCR
23077,GRK4,stimulates,CCR5
23078,GRK5,stimulates,CCR5
23079,GRK6,stimulates,CCR5
23080,GRK1,stimulates,CCR5
23081,GRK7,stimulates,CCR5
23082,PLK1,stimulates,CDC16
23083,TTBK1,stimulates,CDK5
23084,CHEK2,stimulates,CHEK1
23087,RPS6KA6,stimulates,ESR1
23088,PRKCQ,stimulates,EZR
23089,MAPK11,stimulates,NR3C1
23090,PRKG1,stimulates,LIPE
23091,INSR,stimulates,NFKBIA
23092,PDK1,stimulates,CHUK
23093,IL2RA,stimulates,PRKCE
23095,LCK,stimulates,MAPK8
23098,STK38L,stimulates,NUAK1
23100,PBK,stimulates,PRC1
23101,PRKCD,stimulates,PTPN12
23102,PRKCE,stimulates,PTPN12
23103,PRKCQ,stimulates,RDX
23104,PRKX,stimulates,RAP1A
23105,PRKX,stimulates,RAP1B
23107,FYN,stimulates,SIGLEC10
23108,PRKACA,stimulates,TRPV4
23110,UBXN1,stimulates,CDK2
23111,MAPK1,stimulates,MEF2C
23112,SOAT1,stimulates,STAT1
23113,CD79A,stimulates,INPP5D
23114,CD79B,stimulates,INPP5D
23115,EPOR,stimulates,JAK1
23117,SRC,stimulates,CLEC7A
23118,FLT4,stimulates,FLT1
23120,TNF,stimulates,IKBKB
23121,FGF2,stimulates,GJA1
23122,MAP2K1,stimulates,STAT3
23123,MAP2K2,stimulates,STAT3
23124,PTGS2,stimulates,STAT3
23125,IL6,stimulates,STAT3
23126,STAT3,stimulates,IL6
23127,IFNG,stimulates,STAT3
23128,STAT3,stimulates,IFNG
23130,LEP,stimulates,STAT3
23131,STAT3,stimulates,TNF
23132,KITLG,stimulates,STAT3
23133,CSF2,stimulates,STAT3
23134,IL10,stimulates,STAT3
23135,EPO,stimulates,STAT3
23136,STAT3,stimulates,EPO
23137,EGF,stimulates,STAT3
23138,NGF,stimulates,STAT3
23139,STAT3,stimulates,TNFSF11
23140,BDNF,stimulates,STAT3
23141,PLCG1,stimulates,CREB1
23142,MAPK11,stimulates,CREB1
23143,PRKACG,stimulates,CREB1
23144,PRKACB,stimulates,CREB1
23145,IL3,stimulates,BCL2
23146,EIF2AK2,stimulates,BCL2
23147,ATF2,stimulates,INS
23148,MAPK3,stimulates,RELA
23149,TNF,stimulates,RELA
23151,RAF1,stimulates,RELA
23152,IL1B,stimulates,RELA
23153,RELA,stimulates,IL1B
23154,IL2,stimulates,AKT1
23155,ERBB3,stimulates,AKT1
23156,AURKA,stimulates,AKT1
23157,RARB,stimulates,AKT1
23158,AKT1,stimulates,RARB
23159,SMO,stimulates,AKT1
23160,KITLG,stimulates,AKT1
23161,INS,stimulates,AKT1
23163,IL22,stimulates,STAT3
23164,STAT3,stimulates,IL21
23165,IL21,stimulates,STAT3
23167,INSR,stimulates,AKT1
23169,EDN1,stimulates,AKT1
23170,IGF1,stimulates,AKT1
23171,FGF2,stimulates,AKT1
23172,PRR5,stimulates,AKT1
23173,PLCG1,stimulates,STAT5A
23174,FER,stimulates,STAT5A
23175,IFNG,stimulates,STAT5A
23176,PRL,stimulates,STAT5A
23178,PRKCA,stimulates,RELA
23179,RELA,stimulates,IL17A
23180,PRKCD,stimulates,RELA
23181,PRKCE,stimulates,VASP
23190,PTH,stimulates,SLC9A3R1
23192,PRKCA,stimulates,SLC6A3
23193,PTK2B,stimulates,GSK3B
23194,GSK3B,stimulates,HNRNPK
23195,RALA,stimulates,SRC
23196,PTN,stimulates,SRC
23197,PTPN13,stimulates,SRC
23198,SRC,stimulates,NTN1
23199,SRC,stimulates,IGF1
23200,LYN,stimulates,EGF
23201,GNAI2,stimulates,FYN
23203,RHOA,stimulates,FYN
23204,CASR,stimulates,FYN
23205,PTPN13,stimulates,FYN
23206,E2F1,stimulates,CCNH
23207,IQGAP1,stimulates,WASL
23208,INS,stimulates,IRS1
23209,JUN,stimulates,NTS
23210,TNF,stimulates,JUN
23211,JUN,stimulates,TNF
23212,IAPP,stimulates,JUN
23213,NTS,stimulates,HSPB1
23216,TGFB1,stimulates,CDKN1A
23217,ROCK2,stimulates,MYL12A
23219,TGFB1,stimulates,TP53
23220,TNF,stimulates,IRS1
23225,SHH,stimulates,MAP2K1
23226,IQGAP1,stimulates,MAP2K1
23227,MAPK11,stimulates,MEF2A
23228,IL6,stimulates,SGK1
23229,CDC42,stimulates,MAP2K3
23230,TAOK3,stimulates,MAP2K3
23231,PKN1,stimulates,MAP2K3
23232,GADD45B,stimulates,MAP2K3
23233,MAP3K10,stimulates,MAP2K3
23234,PAK1,stimulates,MAP2K3
23235,GADD45G,stimulates,MAP2K3
23236,BRAF,stimulates,MAP2K3
23237,PRKACG,stimulates,STMN1
23238,NPPA,stimulates,VASP
23240,MAPK3,stimulates,DUSP8
23243,MAPK3,stimulates,DUSP2
23245,TNF,stimulates,MAPK3
23246,EGF,stimulates,MAPK3
23247,MAPK3,stimulates,EGF
23250,TNFSF10,stimulates,MAPK3
23251,FGF19,stimulates,MAPK3
23253,FGF2,stimulates,MAPK3
23255,PRKCZ,stimulates,NFATC1
23256,PPP2R1A,stimulates,RAF1
23257,RHOA,stimulates,PRKCE
23258,PRKCE,stimulates,RHOA
23259,PRKACG,stimulates,CSF2RB
23260,PRKACB,stimulates,CSF2RB
23261,EGF,stimulates,MET
23262,NUP214,stimulates,EIF4E
23263,AKT3,stimulates,MDM2
23264,NUP214,stimulates,MDM2
23265,PAK6,stimulates,LIMK1
23266,CASP3,stimulates,LIMK1
23268,LIF,stimulates,STAP2
23269,STAP2,stimulates,LIF
23270,IFNG,stimulates,STAT1
23271,IFNB1,stimulates,STAT1
23272,STAT1,stimulates,IL1B
23273,EGF,stimulates,STAT1
23274,OSM,stimulates,STAT1
23275,IL13,stimulates,STAT1
23276,CRP,stimulates,IRS1
23278,CDS1,stimulates,TP53
23279,IFNG,stimulates,MAP3K5
23280,TLR9,stimulates,STAT1
23282,LIF,stimulates,STAT1
23283,IL10,stimulates,STAT1
23285,IL6,stimulates,STAT1
23287,BUB1,stimulates,TP53
23288,BLK,stimulates,SNCA
23289,LCK,stimulates,SNCA
23290,YES1,stimulates,SNCA
23291,HCK,stimulates,SNCA
23293,NOP53,stimulates,PTEN
23295,MAP3K1,stimulates,NFKBIA
23296,PRL,stimulates,ESR1
23297,ESR1,stimulates,PRL
23298,FGF7,stimulates,ESR1
23300,MAP3K12,stimulates,MAPK14
23301,MAP3K1,stimulates,MAPK14
23302,MAPK14,stimulates,MAP3K1
23303,SYK,stimulates,MAPK14
23304,MAPK14,stimulates,SYK
23305,SRC,stimulates,MAPK14
23306,GNA15,stimulates,MAPK14
23307,GNA11,stimulates,MAPK14
23308,GNAQ,stimulates,MAPK14
23309,GNA14,stimulates,MAPK14
23310,TNK2,stimulates,CTTN
23311,RHOA,stimulates,PTK2
23312,PTK2,stimulates,RHOA
23313,NRG1,stimulates,PTK2
23318,EGF,stimulates,MAPK1
23319,MAPK1,stimulates,EGF
23320,EGF,stimulates,PLCG1
23321,FGF2,stimulates,PLCG1
23322,PRKCZ,stimulates,MAPK8
23323,PRKCQ,stimulates,MAPK8
23324,BTK,stimulates,MAPK8
23325,RALB,stimulates,MAPK8
23326,RALA,stimulates,MAPK8
23327,PRKCB,stimulates,MAPK8
23328,SDC2,stimulates,MAPK8
23329,PRKCZ,stimulates,MAPK9
23330,RALB,stimulates,MAPK9
23331,RALA,stimulates,MAPK9
23332,CDC42,stimulates,MAPK9
23333,CTNNB1,stimulates,RAC1
23334,RAC1,stimulates,CTNNB1
23335,INS,stimulates,CAV1
23336,VEGFA,stimulates,PXN
23337,PRKCZ,stimulates,MAPK10
23338,RALB,stimulates,MAPK10
23339,RALA,stimulates,MAPK10
23340,CDC42,stimulates,MAPK10
23341,RAC1,stimulates,MAPK10
23342,HGF,stimulates,MAPK8
23343,EIF4B,stimulates,RPS6
23344,MST1,stimulates,FOXO3
23346,TGFB1,stimulates,SMAD2
23348,PRKACA,stimulates,MAP2K6
23349,TAOK3,stimulates,MAP2K6
23350,TAOK1,stimulates,MAP2K6
23351,GADD45B,stimulates,MAP2K6
23352,MAP3K10,stimulates,MAP2K6
23353,PAK1,stimulates,MAP2K6
23354,GADD45G,stimulates,MAP2K6
23355,BRAF,stimulates,MAP2K6
23356,IL1A,stimulates,TAB1
23357,SRC,stimulates,HIPK2
23358,VEGFA,stimulates,CDH5
23359,ICAM1,stimulates,CDH5
23360,GAB1,stimulates,HGF
23361,INS,stimulates,CAV2
23362,SDC4,stimulates,PTK2
23363,BLK,stimulates,PTK2
23364,CXCL12,stimulates,PTK2
23365,CDH5,stimulates,PTPRJ
23366,EGFR,stimulates,PIP5K1C
23367,BLK,stimulates,DAPP1
23368,FYN,stimulates,DAPP1
23369,YES1,stimulates,DAPP1
23370,HCK,stimulates,DAPP1
23371,FGR,stimulates,DAPP1
23372,LPAR2,stimulates,PTK2B
23373,EDN1,stimulates,PTK2B
23374,CDK2,stimulates,RASGRF1
23375,SMAD3,stimulates,CDKN1B
23376,MAP2K1,stimulates,FOXM1
23377,CCNE2,stimulates,RB1
23379,INS,stimulates,SGK1
23380,PRR5,stimulates,SGK1
23381,RPS6KA4,stimulates,EIF4EBP1
23382,CTNNB1,stimulates,KRT1
23384,CCKBR,stimulates,PRKD2
23386,CSNK1G3,stimulates,FOXO1
23387,CSNK1G2,stimulates,FOXO1
23388,CSNK1E,stimulates,FOXO1
23389,MAPK12,stimulates,TP53
23390,PAK1,stimulates,MAP2K4
23391,ROCK1,stimulates,MAP2K4
23392,ROCK2,stimulates,MAP2K4
23393,RAC1,stimulates,MAP2K4
23394,ROCK2,stimulates,SLC9A1
23395,EZH2,stimulates,BRCA1
23396,CDK1,stimulates,CCNH
23397,CCNH,stimulates,CDK1
23398,MNAT1,stimulates,RARA
23399,TLR3,stimulates,IRF3
23401,TNF,stimulates,NFKB1
23402,NFKB1,stimulates,TNF
23403,RHEB,stimulates,AKT1S1
23408,AKT2,stimulates,MAP3K8
23409,MAP3K8,stimulates,IKBKB
23410,VEGFA,stimulates,NOS3
23411,AR,stimulates,IGF1
23414,MAP4K4,stimulates,CHUK
23415,NR3C1,stimulates,TNF
23418,RAPGEF3,stimulates,RYR2
23420,MAPK9,stimulates,BAD
23421,MAPK10,stimulates,BAD
23422,INCENP,stimulates,BUB1
23424,RHOA,stimulates,GATA4
23427,MTOR,stimulates,RRN3
23429,PTPN1,stimulates,INS
23430,PIN1,stimulates,BRAF
23431,EGF,stimulates,RHOA
23432,PRKCA,stimulates,SPHK1
23433,PRKCB,stimulates,SPHK1
23434,TNF,stimulates,SPHK1
23436,MAP3K11,stimulates,CEBPB
23437,RAC1,stimulates,MAPK1
23439,MAPK10,stimulates,FOXO4
23440,PAK6,stimulates,RAF1
23441,RAF1,stimulates,IL2
23442,PAK5,stimulates,RAF1
23443,BMPR2,stimulates,SMAD1
23444,VAV2,stimulates,NFATC1
23445,MAPK11,stimulates,SLC9A1
23446,PLCG2,stimulates,PLA2G4A
23447,AVP,stimulates,HSPB1
23448,ESR1,stimulates,HSPB1
23450,WNT1,stimulates,CTNNB1
23453,PRKACG,stimulates,CTNNB1
23454,MAPK11,stimulates,USF1
23455,CSF3,stimulates,GAB2
23457,MYLK,stimulates,MYL2
23458,TNF,stimulates,MAPK1
23461,HRAS,stimulates,MAPK1
23462,ADIPOQ,stimulates,NOS3
